Battle,battle_location,Enemy,Lvl,HP,XP,GP,AtkMult,HitPercent,Atk,DefMul,Evade,Defense,MDefMult,MagicEvade,MDef,MinSpd,MaxSpd,SpellPower,ScriptValue1,ScriptValue2,ScriptValue3,ScriptValue4
mombomb,Mist Cave,Bomb,10,19,60,10,2,85,11,0,0,5,10,80,50,2,4,0,,,,
mombomb,Mist Cave,GrayBomb,10,38,73,12,2,95,18,0,0,5,0,0,0,5,8,0,,,,
mombomb,Elements (Giant 1),MomBomb,79,65000,44668,13676,10,80,128,2,35,3,3,60,4,89,89,15,,,,
mombomb,Elements (Giant 1),Bomb,74,4160,8699,912,6,90,82,2,35,3,5,70,6,39,42,0,,,,
mombomb,Elements (Giant 1),GrayBomb,74,8320,10580,1197,11,85,144,2,35,3,0,0,0,89,89,0,,,,
mombomb,Sealed Cave,MomBomb,37,22160,10023,5471,6,90,84,1,35,2,7,80,29,66,66,79,,,,
mombomb,Sealed Cave,Bomb,35,760,1952,365,4,99,54,1,35,2,10,80,47,29,32,0,,,,
mombomb,Sealed Cave,GrayBomb,35,1520,2374,479,7,99,96,1,35,2,0,0,0,66,66,0,,,,
mombomb,Fabul Defense,MomBomb,15,11204,2437,975,3,90,36,2,20,2,3,60,11,6,9,5,,,,
mombomb,Fabul Defense,Bomb,14,76,475,65,2,99,22,2,20,2,5,60,19,3,6,0,,,,
mombomb,Fabul Defense,GrayBomb,14,151,577,86,3,95,40,2,20,2,0,0,0,6,9,0,,,,
mombomb,Golbez (Dwarf Castle 2),MomBomb,31,11922,8716,7522,5,99,68,0,0,0,0,0,0,27,27,1,,,,
mombomb,Golbez (Dwarf Castle 2),Bomb,29,121,1698,502,3,99,44,0,0,0,0,0,0,12,15,0,,,,
mombomb,Golbez (Dwarf Castle 2),GrayBomb,29,241,2065,659,6,80,78,0,0,0,0,0,0,27,30,0,,,,
mombomb,Baron Guards (Baron Inn 1),MomBomb,18,10256,628,684,3,99,46,1,90,1,3,40,14,11,14,26,,,,
mombomb,Baron Guards (Baron Inn 1),Bomb,17,16,123,46,3,80,30,1,90,1,6,60,23,5,8,0,,,,
mombomb,Baron Guards (Baron Inn 1),GrayBomb,17,32,149,60,4,99,52,1,90,1,0,0,0,11,14,0,,,,
mombomb,Baron Throne Room,MomBomb,16,12560,2397,2736,3,99,44,2,50,2,10,50,48,15,15,29,,,,
mombomb,Baron Throne Room,Bomb,15,160,467,183,3,80,28,2,50,2,8,70,80,7,10,0,,,,
mombomb,Baron Throne Room,GrayBomb,15,320,568,240,4,90,50,2,50,2,0,0,0,15,18,0,,,,
mombomb,Karate (Baron Inn 2),MomBomb,31,12560,0,0,6,99,86,0,0,0,0,0,0,4,7,11,,,,
mombomb,Karate (Baron Inn 2),Bomb,29,160,0,0,4,99,54,0,0,0,0,0,0,2,5,0,,,,
mombomb,Karate (Baron Inn 2),GrayBomb,29,320,0,0,7,99,98,0,0,0,0,0,0,4,7,0,,,,
mombomb,Eblan Royalty (Upper Babil 1),MomBomb,15,13840,0,0,9,85,116,0,0,0,0,0,0,53,53,5,,,,
mombomb,Eblan Royalty (Upper Babil 1),Bomb,14,240,0,0,6,70,74,0,0,0,0,0,0,23,26,0,,,,
mombomb,Eblan Royalty (Upper Babil 1),GrayBomb,14,480,0,0,10,90,132,0,0,0,0,0,0,65,65,0,,,,
mombomb,Leviatan (Feymarch),MomBomb,79,32400,12202,0,13,99,174,0,0,5,10,80,47,53,53,34,,,,
mombomb,Leviatan (Feymarch),Bomb,74,1400,2377,0,8,99,110,0,0,5,6,80,78,23,26,0,,,,
mombomb,Leviatan (Feymarch),GrayBomb,74,2800,2890,0,13,99,174,0,0,5,0,0,0,65,65,0,,,,
mombomb,Dr Lugae (Lower Babil - Top),MomBomb,25,22124,11339,7522,6,99,86,1,50,1,0,0,0,27,27,7,,,,
mombomb,Dr Lugae (Lower Babil - Top),Bomb,24,758,2209,502,4,99,54,1,50,1,0,0,0,12,15,0,,,,
mombomb,Dr Lugae (Lower Babil - Top),GrayBomb,24,1516,2686,659,7,99,98,1,50,1,0,0,0,27,30,0,,,,
mombomb,Magus Sisters (Zot 1),MomBomb,16,15760,3923,6154,5,80,60,1,45,2,3,60,11,7,7,11,,,,
mombomb,Magus Sisters (Zot 1),Bomb,15,360,764,411,3,90,38,1,45,2,5,60,19,3,6,0,,,,
mombomb,Magus Sisters (Zot 1),GrayBomb,15,720,929,539,5,99,68,1,45,2,0,0,0,7,10,0,,,,
mombomb,Milon (Ordeals 1),MomBomb,15,11780,1656,2257,1,75,19,1,35,2,0,0,0,8,8,14,,,,
mombomb,Milon (Ordeals 1),Bomb,14,112,323,151,2,85,13,1,35,2,0,0,0,4,7,0,,,,
mombomb,Milon (Ordeals 1),GrayBomb,14,223,393,198,1,80,21,1,35,2,0,0,0,8,11,0,,,,
mombomb,Milon Z (Ordeals 2),MomBomb,15,11920,1744,2052,3,99,44,1,60,1,6,40,22,9,9,31,,,,
mombomb,Milon Z (Ordeals 2),Bomb,14,120,340,137,3,80,28,1,60,1,8,50,36,4,7,0,,,,
mombomb,Milon Z (Ordeals 2),GrayBomb,14,240,413,180,4,90,50,1,60,1,0,0,0,9,12,0,,,,
mombomb,Dark Knight Cecil (Ordeals 3),MomBomb,17,10640,0,0,3,99,46,0,0,0,3,60,11,5,5,6,,,,
mombomb,Dark Knight Cecil (Ordeals 3),Bomb,16,40,0,0,3,80,30,0,0,0,5,60,19,2,4,0,,,,
mombomb,Dark Knight Cecil (Ordeals 3),GrayBomb,16,80,0,0,4,99,52,0,0,0,0,0,0,5,8,0,,,,
mombomb,Mt Hobs,MomBomb,15,10800,1900,1200,3,80,30,0,0,0,1,40,9,7,7,5,,,,
mombomb,Mt Hobs,Bomb,14,50,370,80,2,95,19,0,0,0,4,60,15,3,6,0,,,,
mombomb,Mt Hobs,GrayBomb,14,100,450,105,3,85,34,0,0,0,0,0,0,7,10,0,,,,
mombomb,Watery Passage,MomBomb,10,11504,523,342,2,99,22,0,0,0,6,60,25,31,31,4,,,,
mombomb,Watery Passage,Bomb,10,94,102,23,2,90,15,0,0,0,9,80,41,14,17,0,,,,
mombomb,Watery Passage,GrayBomb,10,188,124,30,2,99,22,0,0,0,0,0,0,31,34,0,,,,
mombomb,Odin (Baron Castle Basement),MomBomb,53,23120,7845,0,9,85,116,2,90,3,7,50,32,43,46,95,,,,
mombomb,Odin (Baron Castle Basement),Bomb,50,820,1528,0,6,70,74,2,90,3,10,80,54,19,22,0,,,,
mombomb,Odin (Baron Castle Basement),GrayBomb,50,1640,1858,0,10,90,132,2,90,3,0,0,0,43,46,0,,,,
mombomb,Kaipo Inn,MomBomb,11,10194,384,168,3,75,26,1,65,2,2,60,12,2,4,4,,,,
mombomb,Kaipo Inn,Bomb,11,13,75,12,2,90,16,1,65,2,2,99,20,1,3,0,,,,
mombomb,Kaipo Inn,GrayBomb,11,25,91,15,3,80,30,1,65,2,0,0,0,2,5,0,,,,
mombomb,Ogopogo (Lunar Core),MomBomb,62,33680,26627,0,11,99,150,4,55,4,9,50,40,38,38,127,,,,
mombomb,Ogopogo (Lunar Core),Bomb,58,1480,5186,0,7,99,96,4,55,4,5,90,66,17,20,0,,,,
mombomb,Ogopogo (Lunar Core),GrayBomb,58,2960,6307,0,13,90,170,4,55,4,0,0,0,38,41,0,,,,
mombomb,Pale Dim (Lunar Sub),MomBomb,98,27472,25712,0,11,85,144,5,40,5,10,50,48,40,43,31,,,,
mombomb,Pale Dim (Lunar Sub),Bomb,92,1092,5007,0,7,90,92,5,40,5,8,70,80,18,21,0,,,,
mombomb,Pale Dim (Lunar Sub),GrayBomb,92,2184,6090,0,12,95,162,5,40,5,0,0,0,40,43,0,,,,
mombomb,Plague (Lunar Sub),MomBomb,96,27920,13597,377,11,90,146,4,50,5,7,50,32,29,32,32,,,,
mombomb,Plague (Lunar Sub),Bomb,90,1120,2648,26,7,90,92,4,50,5,10,80,54,13,16,0,,,,
mombomb,Plague (Lunar Sub),GrayBomb,90,2240,3221,33,12,99,166,4,50,5,0,0,0,29,32,0,,,,
mombomb,Rubicant (Upper Babil 2),MomBomb,50,26128,10895,4787,7,80,88,1,90,1,8,80,37,38,38,16,,,,
mombomb,Rubicant (Upper Babil 2),Bomb,47,1008,2122,320,4,99,54,1,90,1,5,80,62,17,20,0,,,,
mombomb,Rubicant (Upper Babil 2),GrayBomb,47,2016,2581,419,8,80,100,1,90,1,0,0,0,38,41,0,,,,
mombomb,Valvalis (Zot 2),MomBomb,36,13840,4140,3761,5,99,70,0,0,0,3,40,12,18,18,63,,,,
mombomb,Valvalis (Zot 2),Bomb,34,240,807,251,3,99,44,0,0,0,5,60,19,8,11,0,,,,
mombomb,Valvalis (Zot 2),GrayBomb,34,480,981,330,6,90,80,0,0,0,0,0,0,18,21,0,,,,
mombomb,Wyvern (Lunar Sub),MomBomb,99,26000,28021,0,12,90,160,4,80,5,10,50,52,43,46,8,,,,
mombomb,Wyvern (Lunar Sub),Bomb,93,1000,5457,0,8,80,102,4,80,5,7,80,88,19,22,0,,,,
mombomb,Wyvern (Lunar Sub),GrayBomb,93,2000,6637,0,13,99,174,4,80,5,0,0,0,43,46,0,,,,
octomamm,Antlion Cave,Octomamm,2,1000,1500,800,2,85,11,0,0,2,2,60,8,5,5,0,,,,
octomamm,Asura (Feymarch),Octomamm,63,23000,20000,0,10,99,134,0,0,0,8,80,37,66,66,0,,,,
octomamm,Cave Bahamut,Octomamm,47,37000,35000,0,13,99,174,0,0,1,1,60,8,27,27,0,,,,
octomamm,Baigan (Baron Castle 1),Octomamm,9,4200,4820,3000,4,99,52,0,0,0,3,60,11,8,8,0,,,,
octomamm,Calbrena (Dwarf Castle 1),Octomamm,47,8524,21000,8000,7,99,96,1,80,2,6,60,25,11,11,0,,,,
octomamm,CPU (Giant 2),Octomamm,48,24000,150000,10333,13,99,174,4,45,4,8,50,38,38,38,0,,,,
octomamm,Cave Magnes,Octomamm,19,5000,7000,9000,4,99,54,0,0,3,99,99,254,11,11,0,,,,
octomamm,Dark Imp (Tower Key),Octomamm,16,597,5820,135,5,70,56,0,0,0,0,0,0,18,21,0,,,,
octomamm,D Lunar (Lunar Sub),Octomamm,99,42000,100000,0,11,85,144,3,30,4,10,80,54,30,30,0,,,,
octomamm,Mist Cave,Octomamm,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,0,,,,
octomamm,Elements (Giant 1),Octomamm,79,65000,102500,20000,10,80,128,2,35,3,3,60,4,89,89,0,,,,
octomamm,Sealed Cave,Octomamm,37,19000,23000,8000,6,90,84,1,35,2,7,80,29,66,66,0,,,,
octomamm,Fabul Defense,Octomamm,15,1880,5590,1425,3,90,36,2,20,2,3,60,11,6,9,0,,,,
octomamm,Golbez (Dwarf Castle 2),Octomamm,31,3002,20000,11000,5,99,68,0,0,0,0,0,0,27,27,0,,,,
octomamm,Baron Guards (Baron Inn 1),Octomamm,18,400,1440,1000,3,99,46,1,90,1,3,40,14,11,14,0,,,,
octomamm,Baron Throne Room,Octomamm,16,4000,5500,4000,3,99,44,2,50,2,10,50,48,15,15,0,,,,
octomamm,Karate (Baron Inn 2),Octomamm,31,4000,0,0,6,99,86,0,0,0,0,0,0,4,7,0,,,,
octomamm,Eblan Royalty (Upper Babil 1),Octomamm,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,0,,,,
octomamm,Leviatan (Feymarch),Octomamm,79,35000,28000,0,13,99,174,0,0,5,10,80,47,53,53,0,,,,
octomamm,Dr Lugae (Lower Babil - Top),Octomamm,25,18943,26020,11000,6,99,86,1,50,1,0,0,0,27,27,0,,,,
octomamm,Magus Sisters (Zot 1),Octomamm,16,9000,9000,9000,5,80,60,1,45,2,3,60,11,7,7,0,,,,
octomamm,Milon (Ordeals 1),Octomamm,15,2780,3800,3300,1,75,19,1,35,2,0,0,0,8,8,0,,,,
octomamm,Milon Z (Ordeals 2),Octomamm,15,3000,4000,3000,3,99,44,1,60,1,6,40,22,9,9,0,,,,
octomamm,Dark Knight Cecil (Ordeals 3),Octomamm,17,1000,0,0,3,99,46,0,0,0,3,60,11,5,5,0,,,,
octomamm,Mt Hobs,Octomamm,15,1250,4360,1755,3,80,30,0,0,0,1,40,9,7,7,0,,,,
octomamm,Watery Passage,Octomamm,10,2350,1200,500,2,99,22,0,0,0,6,60,25,31,31,0,,,,
octomamm,Odin (Baron Castle Basement),Octomamm,53,20500,18000,0,9,85,116,2,90,3,7,50,32,43,46,0,,,,
octomamm,Kaipo Inn,Octomamm,11,302,880,245,3,75,26,1,65,2,2,60,12,2,4,0,,,,
octomamm,Ogopogo (Lunar Core),Octomamm,62,37000,61100,0,11,99,150,4,55,4,9,50,40,38,38,0,,,,
octomamm,Pale Dim (Lunar Sub),Octomamm,98,27300,59000,0,11,85,144,5,40,5,10,50,48,40,43,0,,,,
octomamm,Plague (Lunar Sub),Octomamm,96,28000,31200,550,11,90,146,4,50,5,7,50,32,29,32,0,,,,
octomamm,Rubicant (Upper Babil 2),Octomamm,50,25200,25000,7000,7,80,88,1,90,1,8,80,37,38,38,0,,,,
octomamm,Valvalis (Zot 2),Octomamm,36,6000,9500,5500,5,99,70,0,0,0,3,40,12,18,18,0,,,,
octomamm,Wyvern (Lunar Sub),Octomamm,99,25000,64300,0,12,90,160,4,80,5,10,50,52,43,46,0,,,,
odin,Antlion Cave,Odin,2,1000,1500,800,2,85,11,0,0,2,2,60,8,5,5,4,,,,
odin,Asura (Feymarch),Odin,63,23000,20000,0,10,99,134,0,0,0,8,80,37,66,66,69,,,,
odin,Cave Bahamut,Odin,47,37000,35000,0,13,99,174,0,0,1,1,60,8,27,27,17,,,,
odin,Baigan (Baron Castle 1),Odin,9,4200,4820,3000,4,99,52,0,0,0,3,60,11,8,8,9,,,,
odin,Calbrena (Dwarf Castle 1),Odin,47,8524,21000,8000,7,99,96,1,80,2,6,60,25,11,11,41,,,,
odin,CPU (Giant 2),Odin,48,24000,150000,10333,13,99,174,4,45,4,8,50,38,38,38,127,,,,
odin,Cave Magnes,Odin,19,5000,7000,9000,4,99,54,0,0,3,99,99,254,11,11,15,,,,
odin,Dark Imp (Tower Key),Odin,16,597,5820,135,5,70,56,0,0,0,0,0,0,18,21,29,,,,
odin,D Lunar (Lunar Sub),Odin,99,42000,100000,0,11,85,144,3,30,4,10,80,54,30,30,36,,,,
odin,Mist Cave,Odin,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,10,,,,
odin,Elements (Giant 1),Odin,79,65000,102500,20000,10,80,128,2,35,3,3,60,4,89,89,15,,,,
odin,Sealed Cave,Odin,37,19000,23000,8000,6,90,84,1,35,2,7,80,29,66,66,79,,,,
odin,Fabul Defense,Odin,15,1880,5590,1425,3,90,36,2,20,2,3,60,11,6,9,27,,,,
odin,Golbez (Dwarf Castle 2),Odin,31,3002,20000,11000,5,99,68,0,0,0,0,0,0,27,27,1,,,,
odin,Baron Guards (Baron Inn 1),Odin,18,400,1440,1000,3,99,46,1,90,1,3,40,14,11,14,26,,,,
odin,Baron Throne Room,Odin,16,4000,5500,4000,3,99,44,2,50,2,10,50,48,15,15,29,,,,
odin,Karate (Baron Inn 2),Odin,31,4000,0,0,6,99,86,0,0,0,0,0,0,4,7,56,,,,
odin,Eblan Royalty (Upper Babil 1),Odin,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,27,,,,
odin,Leviatan (Feymarch),Odin,79,35000,28000,0,13,99,174,0,0,5,10,80,47,53,53,34,,,,
odin,Dr Lugae (Lower Babil - Top),Odin,25,18943,26020,11000,6,99,86,1,50,1,0,0,0,27,27,7,,,,
odin,Magus Sisters (Zot 1),Odin,16,9000,9000,9000,5,80,60,1,45,2,3,60,11,7,7,11,,,,
odin,Milon (Ordeals 1),Odin,15,2780,3800,3300,1,75,19,1,35,2,0,0,0,8,8,14,,,,
odin,Milon Z (Ordeals 2),Odin,15,3000,4000,3000,3,99,44,1,60,1,6,40,22,9,9,31,,,,
odin,Dark Knight Cecil (Ordeals 3),Odin,17,1000,0,0,3,99,46,0,0,0,3,60,11,5,5,31,,,,
odin,Mt Hobs,Odin,15,1250,4360,1755,3,80,30,0,0,0,1,40,9,7,7,5,,,,
odin,Watery Passage,Odin,10,2350,1200,500,2,99,22,0,0,0,6,60,25,31,31,18,,,,
odin,Odin (Baron Castle Basement),Odin,53,20500,18000,0,9,85,116,2,90,3,7,50,32,43,46,95,,,,
odin,Kaipo Inn,Odin,11,302,880,245,3,75,26,1,65,2,2,60,12,2,4,20,,,,
odin,Ogopogo (Lunar Core),Odin,62,37000,61100,0,11,99,150,4,55,4,9,50,40,38,38,127,,,,
odin,Pale Dim (Lunar Sub),Odin,98,27300,59000,0,11,85,144,5,40,5,10,50,48,40,43,31,,,,
odin,Plague (Lunar Sub),Odin,96,28000,31200,550,11,90,146,4,50,5,7,50,32,29,32,173,,,,
odin,Rubicant (Upper Babil 2),Odin,50,25200,25000,7000,7,80,88,1,90,1,8,80,37,38,38,16,,,,
odin,Valvalis (Zot 2),Odin,36,6000,9500,5500,5,99,70,0,0,0,3,40,12,18,18,63,,,,
odin,Wyvern (Lunar Sub),Odin,99,25000,64300,0,12,90,160,4,80,5,10,50,52,43,46,8,,,,
officer,Antlion Cave,Officer,2,732,682,262,2,85,11,0,0,2,2,60,8,5,5,0,,,,
officer,Antlion Cave,Soldier,2,90,273,180,2,85,11,0,0,0,0,0,3,1,2,0,,,,
officer,Asura (Feymarch),Officer,63,16832,9091,0,10,99,134,0,0,0,8,80,37,66,66,0,,,,
officer,Asura (Feymarch),Soldier,52,2057,3637,0,8,90,104,0,0,0,0,0,5,30,33,0,,,,
officer,Cave Bahamut,Officer,47,27077,15910,0,13,99,174,0,0,1,1,60,8,27,27,0,,,,
officer,Cave Bahamut,Soldier,39,3308,6364,0,10,99,134,0,0,0,0,0,3,11,14,0,,,,
officer,Baigan (Baron Castle 1),Officer,9,3074,2191,980,4,99,52,0,0,0,3,60,11,8,8,0,,,,
officer,Baigan (Baron Castle 1),Soldier,8,376,877,674,3,95,40,0,0,0,0,0,4,4,4,0,,,,
officer,Calbrena (Dwarf Castle 1),Officer,47,6238,9546,2613,7,99,96,1,80,2,6,60,25,11,11,0,,,,
officer,Calbrena (Dwarf Castle 1),Soldier,39,763,3819,1796,5,99,70,0,0,0,0,0,5,5,5,0,,,,
officer,CPU (Giant 2),Officer,48,17563,68182,3375,13,99,174,4,45,4,8,50,38,38,38,0,,,,
officer,CPU (Giant 2),Soldier,40,2146,27273,2320,10,99,134,0,0,0,0,0,5,18,18,0,,,,
officer,Cave Magnes,Officer,19,3659,3182,2939,4,99,54,0,0,3,99,99,254,11,11,0,,,,
officer,Cave Magnes,Soldier,16,448,1273,2021,3,95,42,0,0,0,6,90,84,5,5,0,,,,
officer,Dark Imp (Tower Key),Officer,16,437,2646,45,5,70,56,0,0,0,0,0,0,18,21,0,,,,
officer,Dark Imp (Tower Key),Soldier,14,54,1059,31,3,95,42,0,0,0,0,0,0,8,11,0,,,,
officer,D Lunar (Lunar Sub),Officer,99,30736,45455,0,11,85,144,3,30,4,10,80,54,30,30,0,,,,
officer,D Lunar (Lunar Sub),Soldier,81,3755,18182,0,8,99,110,0,0,0,4,40,18,15,15,0,,,,
officer,Mist Cave,Officer,10,341,319,66,2,90,16,0,0,5,7,80,31,5,5,0,,,,
officer,Mist Cave,Soldier,9,42,128,45,2,85,13,0,0,0,0,0,5,1,2,0,,,,
officer,Elements (Giant 1),Officer,79,65000,46591,6531,10,80,128,2,35,3,3,60,4,89,89,0,,,,
officer,Elements (Giant 1),Soldier,65,9299,18637,4490,7,99,98,0,0,0,0,0,1,42,45,0,,,,
officer,Sealed Cave,Officer,37,13904,10455,2613,6,90,84,1,35,2,7,80,29,66,66,0,,,,
officer,Sealed Cave,Soldier,31,1699,4182,1796,5,90,64,0,0,0,0,0,5,30,33,0,,,,
officer,Fabul Defense,Officer,15,1376,2541,466,3,90,36,2,20,2,3,60,11,6,9,0,,,,
officer,Fabul Defense,Soldier,13,169,1017,320,3,80,28,0,0,0,0,0,4,2,4,0,,,,
officer,Golbez (Dwarf Castle 2),Officer,31,2197,9091,3592,5,99,68,0,0,0,0,0,0,27,27,0,,,,
officer,Golbez (Dwarf Castle 2),Soldier,26,269,3637,2470,4,99,52,0,0,0,0,0,0,11,14,0,,,,
officer,Baron Guards (Baron Inn 1),Officer,18,293,655,327,3,99,46,1,90,1,3,40,14,11,14,0,,,,
officer,Baron Guards (Baron Inn 1),Soldier,15,36,262,225,3,90,36,0,0,0,0,0,5,4,7,0,,,,
officer,Baron Throne Room,Officer,16,2928,2500,1307,3,99,44,2,50,2,10,50,48,15,15,0,,,,
officer,Baron Throne Room,Soldier,14,358,1000,898,3,85,34,0,0,0,4,40,16,8,8,0,,,,
officer,Karate (Baron Inn 2),Officer,31,2928,0,0,6,99,86,0,0,0,0,0,0,4,7,0,,,,
officer,Karate (Baron Inn 2),Soldier,26,358,0,0,5,90,66,0,0,0,0,0,0,2,4,0,,,,
officer,Eblan Royalty (Upper Babil 1),Officer,15,4391,0,0,9,85,116,0,0,0,0,0,0,53,53,0,,,,
officer,Eblan Royalty (Upper Babil 1),Soldier,13,537,0,0,6,99,86,0,0,0,0,0,0,27,27,0,,,,
officer,Leviatan (Feymarch),Officer,79,25613,12728,0,13,99,174,0,0,5,10,80,47,53,53,0,,,,
officer,Leviatan (Feymarch),Soldier,65,3130,5091,0,10,99,134,0,0,0,4,40,16,27,27,0,,,,
officer,Dr Lugae (Lower Babil - Top),Officer,25,13863,11828,3592,6,99,86,1,50,1,0,0,0,27,27,0,,,,
officer,Dr Lugae (Lower Babil - Top),Soldier,21,1694,4731,2470,5,90,66,0,0,0,0,0,0,11,14,0,,,,
officer,Magus Sisters (Zot 1),Officer,16,6587,4091,2939,5,80,60,1,45,2,3,60,11,7,7,0,,,,
officer,Magus Sisters (Zot 1),Soldier,14,805,1637,2021,3,99,46,0,0,0,0,0,4,4,4,0,,,,
officer,Milon (Ordeals 1),Officer,15,2035,1728,1078,1,75,19,1,35,2,0,0,0,8,8,0,,,,
officer,Milon (Ordeals 1),Soldier,13,249,691,741,2,90,15,0,0,0,0,0,0,4,4,0,,,,
officer,Milon Z (Ordeals 2),Officer,15,2196,1819,980,3,99,44,1,60,1,6,40,22,9,9,0,,,,
officer,Milon Z (Ordeals 2),Soldier,13,269,728,674,3,85,34,0,0,0,0,0,5,5,5,0,,,,
officer,Dark Knight Cecil (Ordeals 3),Officer,17,732,0,0,3,99,46,0,0,0,3,60,11,5,5,0,,,,
officer,Dark Knight Cecil (Ordeals 3),Soldier,14,90,0,0,3,90,36,0,0,0,0,0,4,1,2,0,,,,
officer,Mt Hobs,Officer,15,915,1982,574,3,80,30,0,0,0,1,40,9,7,7,0,,,,
officer,Mt Hobs,Soldier,13,112,793,394,2,99,22,0,0,0,0,0,3,4,4,0,,,,
officer,Watery Passage,Officer,10,1720,546,164,2,99,22,0,0,0,6,60,25,31,31,0,,,,
officer,Watery Passage,Soldier,9,211,219,113,2,95,18,0,0,0,0,0,5,15,15,0,,,,
officer,Odin (Baron Castle Basement),Officer,53,15002,8182,0,9,85,116,2,90,3,7,50,32,43,46,0,,,,
officer,Odin (Baron Castle Basement),Soldier,44,1833,3273,0,6,99,86,0,0,0,0,0,5,20,23,0,,,,
officer,Kaipo Inn,Officer,11,221,400,80,3,75,26,1,65,2,2,60,12,2,4,0,,,,
officer,Kaipo Inn,Soldier,9,27,160,55,2,99,20,0,0,0,0,0,4,1,2,0,,,,
officer,Ogopogo (Lunar Core),Officer,62,27077,27773,0,11,99,150,4,55,4,9,50,40,38,38,0,,,,
officer,Ogopogo (Lunar Core),Soldier,51,3308,11110,0,9,85,116,0,0,0,3,40,14,18,18,0,,,,
officer,Pale Dim (Lunar Sub),Officer,98,19978,26819,0,11,85,144,5,40,5,10,50,48,40,43,0,,,,
officer,Pale Dim (Lunar Sub),Soldier,81,2441,10728,0,8,99,110,0,0,0,4,40,16,19,22,0,,,,
officer,Plague (Lunar Sub),Officer,96,20491,14182,180,11,90,146,4,50,5,7,50,32,29,32,0,,,,
officer,Plague (Lunar Sub),Soldier,79,2504,5673,124,8,99,110,0,0,0,0,0,5,13,16,0,,,,
officer,Rubicant (Upper Babil 2),Officer,50,18442,11364,2286,7,80,88,1,90,1,8,80,37,38,38,0,,,,
officer,Rubicant (Upper Babil 2),Soldier,41,2253,4546,1572,5,99,68,0,0,0,0,0,5,18,18,0,,,,
officer,Valvalis (Zot 2),Officer,36,4391,4319,1796,5,99,70,0,0,0,3,40,12,18,18,0,,,,
officer,Valvalis (Zot 2),Soldier,30,537,1728,1235,4,99,54,0,0,0,0,0,4,9,9,0,,,,
officer,Wyvern (Lunar Sub),Officer,99,18295,29228,0,12,90,160,4,80,5,10,50,52,43,46,0,,,,
officer,Wyvern (Lunar Sub),Soldier,81,2236,11691,0,9,99,124,0,0,0,4,40,18,20,23,0,,,,
ogopogo,Antlion Cave,Ogopogo,2,1000,1500,800,2,85,11,0,0,2,2,60,8,5,5,5,,,,
ogopogo,Asura (Feymarch),Ogopogo,63,23000,20000,0,10,99,134,0,0,0,8,80,37,66,66,69,,,,
ogopogo,Cave Bahamut,Ogopogo,47,37000,35000,0,13,99,174,0,0,1,1,60,8,27,27,17,,,,
ogopogo,Baigan (Baron Castle 1),Ogopogo,9,4200,4820,3000,4,99,52,0,0,0,3,60,11,8,8,9,,,,
ogopogo,Calbrena (Dwarf Castle 1),Ogopogo,47,8524,21000,8000,7,99,96,1,80,2,6,60,25,11,11,41,,,,
ogopogo,CPU (Giant 2),Ogopogo,48,24000,150000,10333,13,99,174,4,45,4,8,50,38,38,38,127,,,,
ogopogo,Cave Magnes,Ogopogo,19,5000,7000,9000,4,99,54,0,0,3,99,99,254,11,11,15,,,,
ogopogo,Dark Imp (Tower Key),Ogopogo,16,597,5820,135,5,70,56,0,0,0,0,0,0,18,21,33,,,,
ogopogo,D Lunar (Lunar Sub),Ogopogo,99,42000,100000,0,11,85,144,3,30,4,10,80,54,30,30,36,,,,
ogopogo,Mist Cave,Ogopogo,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,10,,,,
ogopogo,Elements (Giant 1),Ogopogo,79,65000,102500,20000,10,80,128,2,35,3,3,60,4,89,89,15,,,,
ogopogo,Sealed Cave,Ogopogo,37,19000,23000,8000,6,90,84,1,35,2,7,80,29,66,66,79,,,,
ogopogo,Fabul Defense,Ogopogo,15,1880,5590,1425,3,90,36,2,20,2,3,60,11,6,9,31,,,,
ogopogo,Golbez (Dwarf Castle 2),Ogopogo,31,3002,20000,11000,5,99,68,0,0,0,0,0,0,27,27,1,,,,
ogopogo,Baron Guards (Baron Inn 1),Ogopogo,18,400,1440,1000,3,99,46,1,90,1,3,40,14,11,14,26,,,,
ogopogo,Baron Throne Room,Ogopogo,16,4000,5500,4000,3,99,44,2,50,2,10,50,48,15,15,29,,,,
ogopogo,Karate (Baron Inn 2),Ogopogo,31,4000,0,0,6,99,86,0,0,0,0,0,0,4,7,64,,,,
ogopogo,Eblan Royalty (Upper Babil 1),Ogopogo,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,31,,,,
ogopogo,Leviatan (Feymarch),Ogopogo,79,35000,28000,0,13,99,174,0,0,5,10,80,47,53,53,34,,,,
ogopogo,Dr Lugae (Lower Babil - Top),Ogopogo,25,18943,26020,11000,6,99,86,1,50,1,0,0,0,27,27,7,,,,
ogopogo,Magus Sisters (Zot 1),Ogopogo,16,9000,9000,9000,5,80,60,1,45,2,3,60,11,7,7,11,,,,
ogopogo,Milon (Ordeals 1),Ogopogo,15,2780,3800,3300,1,75,19,1,35,2,0,0,0,8,8,14,,,,
